"evidence_snapshot_ts","campaign_registry_required_flag","registry_match_count","run_registry_match_status","module1_run_id","module2_run_id","run_sequence_number","showcase_id","showcase_name","comparison_group_id","validation_evidence_group_id","readme_storyline_label","linkedin_post_sequence","validation_summary_section_hint","module2_model_version","strategy_set_name","strategy_name","strategy_version","strategy_run_id","strategy_run_ts","module1_scenario_set_name","module1_scenario_name","population_id","product_type_policy_key","score_band_policy_key","product_score_policy_segment","applications","approval_count","counteroffer_count","manual_review_count","decline_count","offer_count","approval_rate","counteroffer_rate","manual_review_rate","decline_rate","simulated_offer_exposure_rate","total_requested_amount","total_approved_amount","approved_amount_capture_rate","avg_requested_amount","avg_approved_amount_all_apps","avg_approved_amount_offer_rows","avg_apr_proxy_all_apps","avg_apr_proxy_offer_rows","requested_amount_weighted_apr_proxy","approved_amount_weighted_apr_proxy","avg_loan_term_months_offer_rows","approved_amount_weighted_term_months","avg_synthetic_estimated_pd_proxy_all_apps","avg_synthetic_estimated_pd_proxy_offer_rows","avg_estimated_lgd_offer_rows","total_requested_expected_loss_amount","total_approved_expected_loss_amount","approved_expected_loss_capture_rate","approved_el_per_approved_dollar","approved_expected_loss_rate","avg_requested_payment_to_income_ratio","avg_approved_payment_to_income_ratio_offer_rows","top_primary_reason_family","top_primary_reason_code","top_primary_reason_population_share","top_non_approval_primary_reason_family","top_non_approval_primary_reason_code","top_non_approval_reason_population_share"
2026-05-19 23:15:32.246,true,1,RUN_REGISTRY_MATCHED,M1-01,M2-01,1,SC01,Baseline Strategy Frontier,,VE01,Baseline strategy reference,1,Baseline strategy evidence,MODULE2_V1_0,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,AUTO_LOAN,DEEP_SUBPRIME,AUTO_LOAN_DEEP_SUBPRIME,1240,0,0,7,1233,0,0.00000000000000000000,0.00000000000000000000,0.00564516129032258065,0.99435483870967741935,0.00000000000000000000,49026194.41,0,0.000000000000000000000000,39537.253556451613,0.00000000000000000000,,0.18934170806451612903,,0.19250005139462730736,,,,0.44530295241935483871,,,9876207.57,0,0.000000000000000000000000,,,0.24209109112903225806,,POLICY_STOP,POLICY_STOP_SEVERE_SYNTHETIC_RISK,0.56854838709677419355,POLICY_STOP,POLICY_STOP_SEVERE_SYNTHETIC_RISK,0.56854838709677419355
2026-05-19 23:15:32.246,true,1,RUN_REGISTRY_MATCHED,M1-01,M2-01,1,SC01,Baseline Strategy Frontier,,VE01,Baseline strategy reference,1,Baseline strategy evidence,MODULE2_V1_0,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,AUTO_LOAN,NEAR_PRIME,AUTO_LOAN_NEAR_PRIME,2390,199,1644,311,236,1843,0.08326359832635983264,0.68786610878661087866,0.13012552301255230126,0.09874476987447698745,0.77112970711297071130,104654947.89,70515655.54,0.67379189385404986608,43788.681125523013,29504.458384937238,38261.343212154097,0.11008889581589958159,0.11021024850786760716,0.11282437906452241223,0.11220539114178913581,59.8958220293000543,60.6977148564135720,0.11975367615062761506,0.10878826641345632122,0.45000000000000000000,5976406.34,3485175.47642500000000,0.58315570899166805984,0.04942413779941440788,0.04942413779941440788,0.11611626276150627615,0.09410226610415643992,COUNTEROFFER,COUNTEROFFER_ELEVATED_SYNTHETIC_RISK,0.37573221757322175732,COUNTEROFFER,COUNTEROFFER_ELEVATED_SYNTHETIC_RISK,0.37573221757322175732
2026-05-19 23:15:32.246,true,1,RUN_REGISTRY_MATCHED,M1-01,M2-01,1,SC01,Baseline Strategy Frontier,,VE01,Baseline strategy reference,1,Baseline strategy evidence,MODULE2_V1_0,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,AUTO_LOAN,PRIME,AUTO_LOAN_PRIME,2771,1339,785,566,81,2124,0.48321905449296282930,0.28329123060267051606,0.20425839047275351859,0.02923132443161313605,0.76651028509563334536,125466027.15,90761107.71,0.72339189955772820531,45278.248700830025,32753.918336340671,42731.218319209040,0.08487115914832190545,0.08530426506591337100,0.08777851957364691291,0.08785439338208017558,60.2542372881355932,61.4322623136702570,0.03607808300252616384,0.03468302071563088512,0.45000000000000000000,2149802.37,1475787.60545000000000,0.68647594125128813585,0.01626013215005526732,0.01626013215005526732,0.09184582822085889571,0.08383553722362459444,APPROVAL,APPROVED_AS_REQUESTED,0.48321905449296282930,COUNTEROFFER,COUNTEROFFER_PRODUCT_EXPOSURE_LIMIT,0.24792493684590400577
2026-05-19 23:15:32.246,true,1,RUN_REGISTRY_MATCHED,M1-01,M2-01,1,SC01,Baseline Strategy Frontier,,VE01,Baseline strategy reference,1,Baseline strategy evidence,MODULE2_V1_0,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,AUTO_LOAN,SUBPRIME,AUTO_LOAN_SUBPRIME,1759,0,206,639,914,206,0.00000000000000000000,0.11711199545196134167,0.36327458783399658897,0.51961341671404206936,0.11711199545196134167,70776723.35,4737500.00,0.06693584805519256918,40236.909238203525,2693.2916429789653212,22997.572815533981,0.14469686299033541785,0.14271896116504854369,0.14789932949046828119,0.14301649129287598945,60.2330097087378641,60.8016886543535620,0.34881337066515065378,0.28857909223300970874,0.45000000000000000000,11610470.24,603476.87512500000000,0.05197695378830754404,0.12738298155672823219,0.12738298155672823219,0.16141409721432632177,0.08050553172121410621,POLICY_STOP,POLICY_STOP_SEVERE_SYNTHETIC_RISK,0.28936895963615690733,POLICY_STOP,POLICY_STOP_SEVERE_SYNTHETIC_RISK,0.28936895963615690733
2026-05-19 23:15:32.246,true,1,RUN_REGISTRY_MATCHED,M1-01,M2-01,1,SC01,Baseline Strategy Frontier,,VE01,Baseline strategy reference,1,Baseline strategy evidence,MODULE2_V1_0,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,AUTO_LOAN,SUPER_PRIME,AUTO_LOAN_SUPER_PRIME,1786,1134,532,109,11,1666,0.63493840985442329227,0.29787234042553191489,0.06103023516237402016,0.00615901455767077268,0.93281075027995520717,82400349.47,70442019.60,0.85487525299448223323,46136.813812989922,39441.220380739082,42282.124609843938,0.06969096080627099664,0.06969825870348139256,0.07266384854679281981,0.07230660233588149423,60.0288115246098439,60.7361684757828834,0.01189600615901455767,0.01180518667466986795,0.45000000000000000000,458533.56,386329.83967500000000,0.84253340077223573341,0.00548436631812583636,0.00548436631812583636,0.07549471444568868981,0.06862399656851465577,APPROVAL,APPROVED_AS_REQUESTED,0.63493840985442329227,COUNTEROFFER,COUNTEROFFER_PRODUCT_EXPOSURE_LIMIT,0.28275475923852183651
2026-05-19 23:15:32.246,true,1,RUN_REGISTRY_MATCHED,M1-01,M2-01,1,SC01,Baseline Strategy Frontier,,VE01,Baseline strategy reference,1,Baseline strategy evidence,MODULE2_V1_0,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,HELOC,DEEP_SUBPRIME,HELOC_DEEP_SUBPRIME,666,0,0,3,663,0,0.00000000000000000000,0.00000000000000000000,0.00450450450450450450,0.99549549549549549550,0.00000000000000000000,83220089.76,0,0.000000000000000000000000,124955.089729729730,0.00000000000000000000,,0.15000000000000000000,,0.15000000000000000000,,,,0.44681550450450450450,,,9338164.60,0,0.000000000000000000000000,,,0.34305828828828828829,,POLICY_STOP,POLICY_STOP_SEVERE_SYNTHETIC_RISK,0.56906906906906906907,POLICY_STOP,POLICY_STOP_SEVERE_SYNTHETIC_RISK,0.56906906906906906907
2026-05-19 23:15:32.246,true,1,RUN_REGISTRY_MATCHED,M1-01,M2-01,1,SC01,Baseline Strategy Frontier,,VE01,Baseline strategy reference,1,Baseline strategy evidence,MODULE2_V1_0,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,HELOC,NEAR_PRIME,HELOC_NEAR_PRIME,1176,68,873,135,100,941,0.05782312925170068027,0.74234693877551020408,0.11479591836734693878,0.08503401360544217687,0.80017006802721088435,165915625.49,111054189.81,0.66934135637932072627,141084.715552721088,94433.834872448980,118017.204899043571,0.12501809778911564626,0.12494260467587672689,0.12761994600858464328,0.12673068952724324053,178.2784272051009564,178.4639411687947012,0.13415914030612244898,0.12349156110520722635,0.25000000000000000000,6088362.08,3600505.62375000000000,0.59137508190872905509,0.03242115970509550647,0.03242115970509550647,0.17041865476190476190,0.13341502500430956050,COUNTEROFFER,COUNTEROFFER_ELEVATED_SYNTHETIC_RISK,0.37755102040816326531,COUNTEROFFER,COUNTEROFFER_ELEVATED_SYNTHETIC_RISK,0.37755102040816326531
2026-05-19 23:15:32.246,true,1,RUN_REGISTRY_MATCHED,M1-01,M2-01,1,SC01,Baseline Strategy Frontier,,VE01,Baseline strategy reference,1,Baseline strategy evidence,MODULE2_V1_0,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,HELOC,PRIME,HELOC_PRIME,1326,565,512,214,35,1077,0.42609351432880844646,0.38612368024132730015,0.16138763197586726998,0.02639517345399698341,0.81221719457013574661,191681806.77,137853512.75,0.71917890942780578633,144556.415361990950,103961.925150829563,127997.690575673166,0.09986865535444947210,0.10043872887650882080,0.10272325268717285265,0.10253136155797712888,181.9498607242339833,183.3222494912448287,0.03983096606334841629,0.03892699164345403900,0.25000000000000000000,2063490.09,1429197.85475000000000,0.69261193047454858385,0.01036751132589474039,0.01036751132589474039,0.11589017420814479638,0.10120086177555890281,APPROVAL,APPROVED_AS_REQUESTED,0.42609351432880844646,COUNTEROFFER,COUNTEROFFER_PRODUCT_EXPOSURE_LIMIT,0.37782805429864253394
2026-05-19 23:15:32.246,true,1,RUN_REGISTRY_MATCHED,M1-01,M2-01,1,SC01,Baseline Strategy Frontier,,VE01,Baseline strategy reference,1,Baseline strategy evidence,MODULE2_V1_0,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,HELOC,SUBPRIME,HELOC_SUBPRIME,894,0,84,248,562,84,0.00000000000000000000,0.09395973154362416107,0.27740492170022371365,0.62863534675615212528,0.09395973154362416107,117450288.09,7063000.00,0.06013608067600270796,131376.161174496644,7900.4474272930648770,84083.333333333333,0.14826359395973154362,0.14865945238095238095,0.14905043252077424513,0.14869991519184482515,173.5714285714285714,174.3933172872716976,0.36933611185682326622,0.31066128571428571429,0.25000000000000000000,11359903.22,553177.98525000000000,0.04869566003661781196,0.07832054158997593091,0.07832054158997593091,0.24742535011185682327,0.13862330335001816002,POLICY_STOP,POLICY_STOP_SEVERE_SYNTHETIC_RISK,0.39932885906040268456,POLICY_STOP,POLICY_STOP_SEVERE_SYNTHETIC_RISK,0.39932885906040268456
2026-05-19 23:15:32.246,true,1,RUN_REGISTRY_MATCHED,M1-01,M2-01,1,SC01,Baseline Strategy Frontier,,VE01,Baseline strategy reference,1,Baseline strategy evidence,MODULE2_V1_0,MODULE2_BASELINE_STRATEGY_SET,BASELINE_STRATEGY,V1_0,M2-01_BASELINE_STRATEGY_V1_0_RUN,2026-05-19 23:12:23.669,MODULE1_V2_BASELINE_SET,BASELINE_V2,BASE_POPULATION_V1,HELOC,SUPER_PRIME,HELOC_SUPER_PRIME,900,445,403,46,6,848,0.49444444444444444444,0.44777777777777777778,0.05111111111111111111,0.00666666666666666667,0.94222222222222222222,139016710.55,110682644.83,0.79618230349502396566,154463.011722222222,122980.716477777778,130521.986827830189,0.08537147777777777778,0.08551425117924528302,0.08818389743890908085,0.08767620481174564285,179.9292452830188679,181.3974602272792472,0.01297299222222222222,0.01288371226415094340,0.25000000000000000000,478957.26,375235.55050000000000,0.78344266146002254982,0.00339019320577614354,0.00339019320577614354,0.08650243000000000000,0.07307848723790404382,APPROVAL,APPROVED_AS_REQUESTED,0.49444444444444444444,COUNTEROFFER,COUNTEROFFER_PRODUCT_EXPOSURE_LIMIT,0.44777777777777777778
